race,gender,date,zip,income,type,term,interest,principal,approved,adj_bls_2,id
other,male,2016-03-01,60614.0,117360.0,home,180,2.219390006572995,713819,False,0.36,AP20163-2-11
hispanic/latino,female,2018-10-01,60625.0,,home,300,4.678752607384544,425684,True,2.19,AP201810-3-65
black,female,2018-05-01,60637.0,14915.0,personal,48,4.017370894035139,12761,True,1.7,AP20185-1-12
black,male,2018-03-01,60623.0,62385.0,home,360,4.3352451578107205,400893,False,1.51,AP20183-2-53
black,male,2013-08-01,60637.0,50005.0,personal,60,8.550677786500666,41197,False,0.08,AP20138-2-19
hispanic/latino,female,2018-07-01,60626.0,66995.0,auto,84,7.062880580520952,30721,True,1.91,AP20187-0-9
white,male,2014-08-01,60614.0,139041.0,home,360,4.445200614386909,1138689,True,0.09,AP20148-3-32
white,male,2016-08-01,60614.0,19898.0,personal,18,14.942073691514123,37625,True,0.4,AP20168-1-32
white,male,2012-10-01,60626.0,33125.0,personal,48,18.3025593379116,23331,True,0.16,AP201210-0-9
black,female,2013-06-01,60623.0,,auto,84,6.507425928109599,21053,True,0.09,AP20136-0-31
,female,2015-04-01,60637.0,1762.0,personal,48,6.454851694911188,1026,False,0.12,AP20154-3-3
black,female,2011-08-01,60623.0,3539.0,personal,60,6.672254998888424,3057,False,0.1,AP20118-3-63
white,female,2016-10-01,60614.0,203317.0,home,180,3.5355288414862627,1302169,False,0.4,AP201610-3-64
,female,2017-11-01,60637.0,15901.0,personal,18,11.992868054949323,8528,False,1.16,AP201711-3-53
black,female,2013-08-01,60637.0,30841.0,home,240,5.0330827296845815,219018,False,0.08,AP20138-1-61
hispanic/latino,female,2018-10-01,60625.0,,personal,60,15.594189553274063,4281,True,2.19,AP201810-2-8
other,female,2014-07-01,60625.0,78019.0,personal,48,7.991784023020398,117112,True,0.09,AP20147-2-21
hispanic/latino,female,2017-07-01,60623.0,76489.0,auto,72,5.757030222773064,12340,False,1.15,AP20177-2-74
hispanic/latino,female,2014-09-01,60623.0,38634.0,auto,84,5.838021107752682,6832,False,0.09,AP20149-0-10
white,female,2012-11-01,60614.0,,home,240,4.397743380748539,824321,True,0.16,AP201211-1-26
white,female,2011-08-01,60626.0,34567.0,personal,24,16.167994637842778,18140,True,0.1,AP20118-1-81
white,male,2014-01-01,60615.0,5725.0,auto,72,4.262901034412366,14834,False,0.07,AP20141-2-84
white,male,2018-10-01,60625.0,,personal,48,7.897928208597541,4870,False,2.19,AP201810-1-42
other,male,2012-01-01,60625.0,17658.0,auto,84,4.4748776525823235,29845,True,0.08,AP20121-1-71
white,male,2011-05-01,60611.0,41348.0,home,360,10.039255696353843,202276,True,0.09,AP20115-0-2
,female,2011-08-01,60614.0,,home,300,4.385126283915369,577109,True,0.1,AP20118-1-24
,male,2013-10-01,60626.0,70680.0,home,360,3.1167699347659297,513284,False,0.09,AP201310-1-79
hispanic/latino,male,2012-08-01,60625.0,10414.0,auto,72,5.259526815850187,14420,True,0.13,AP20128-2-27
black,male,2017-11-01,60637.0,15440.0,auto,72,7.1127531751405915,21463,False,1.16,AP201711-1-38
asian,female,2015-12-01,60625.0,7319.0,personal,24,0.9460870678722697,5247,False,0.24,AP201512-2-38
hispanic/latino,female,2013-12-01,60625.0,27512.0,auto,60,4.4551601525940265,3250,False,0.09,AP201312-2-42
hispanic/latino,female,2015-08-01,60623.0,73205.0,home,180,2.5087784588011295,567255,False,0.14,AP20158-1-21
white,female,2018-06-01,60614.0,50168.0,auto,72,4.860463647795988,32314,True,1.82,AP20186-1-20
hispanic/latino,male,2012-06-01,60623.0,29950.0,home,240,7.341673856642576,190414,False,0.16,AP20126-1-13
asian,female,2015-08-01,60611.0,37632.0,home,180,3.1795382238596392,256461,False,0.14,AP20158-1-89
black,male,2011-08-01,60626.0,33422.0,auto,72,4.020155028680852,23869,False,0.1,AP20118-3-29
black,female,2015-05-01,60615.0,43734.0,home,180,6.472293355927777,314356,False,0.12,AP20155-3-97
black,male,2017-11-01,60615.0,26132.0,auto,72,6.290721945951063,18749,False,1.16,AP201711-0-15
white,male,2015-01-01,60625.0,25930.0,home,300,1.4554319718117688,189153,False,0.11,AP20151-2-50
white,male,2012-07-01,60626.0,116869.0,personal,24,8.634214932081566,1845,False,0.16,AP20127-3-16
black,female,2016-12-01,60626.0,12158.0,home,240,4.8141974923418465,85020,False,0.54,AP201612-0-3
black,male,2017-02-01,60615.0,18813.0,auto,84,5.964938849793315,4373,False,0.66,AP20172-2-33
hispanic/latino,female,2016-01-01,60626.0,,personal,24,16.711381583393365,53181,True,0.34,AP20161-2-37
black,,2017-08-01,60615.0,80802.0,auto,84,5.892474177972122,67516,False,1.16,AP20178-3-12
white,male,2018-03-01,60626.0,75821.0,home,300,4.866408646075095,456938,False,1.51,AP20183-3-97
black,female,2013-06-01,60625.0,99907.0,home,360,1.6931481803515078,790873,True,0.09,AP20136-3-31
black,male,2013-06-01,60623.0,42556.0,personal,12,11.935267256297292,63699,True,0.09,AP20136-3-98
hispanic/latino,male,2015-12-01,60623.0,32720.0,personal,18,19.231329828952592,12549,True,0.24,AP201512-0-37
white,female,2011-12-01,60625.0,,home,360,4.38102418462892,206919,True,0.07,AP201112-2-79
other,female,2015-10-01,60625.0,,auto,84,4.318867214631637,14037,True,0.12,AP201510-2-27
black,male,2014-12-01,60637.0,59145.0,home,180,1.7618373539934753,395361,False,0.12,AP201412-2-46
black,male,2018-11-01,60615.0,67765.0,home,180,7.646052806571347,443214,False,2.2,AP201811-3-15
black,male,2016-02-01,60615.0,93548.0,home,180,1.0612020141533716,678956,False,0.38,AP20162-0-81
white,male,2013-12-01,60611.0,75868.0,home,240,3.4451650187150875,694397,False,0.09,AP201312-1-56
hispanic/latino,male,2016-11-01,60623.0,7338.0,personal,12,8.818823939876095,2150,False,0.41,AP201611-0-5
black,female,2018-03-01,60626.0,,auto,72,8.524333083093783,46942,True,1.51,AP20183-1-18
white,male,2018-02-01,60626.0,3159.0,home,300,5.3471676944196505,28950,False,1.42,AP20182-1-65
black,male,2012-11-01,60637.0,57072.0,home,300,4.984763383484793,380129,False,0.16,AP201211-1-92
black,female,2011-03-01,60637.0,65537.0,home,300,3.526568848705669,523728,False,0.14,AP20113-1-74
black,male,2015-06-01,60623.0,48092.0,auto,84,5.199816017515877,23461,True,0.13,AP20156-2-21
asian,female,2015-01-01,60625.0,,personal,24,11.00299240645707,16219,True,0.11,AP20151-1-23
other,male,2018-07-01,60626.0,17950.0,auto,60,6.186914747416974,23433,False,1.91,AP20187-1-95
black,female,2017-11-01,60623.0,1357.0,auto,72,6.01405819794445,16053,False,1.16,AP201711-1-91
asian,male,2013-09-01,60625.0,99025.0,home,360,5.55211873538534,734278,True,0.08,AP20139-2-8
black,female,2011-04-01,60626.0,22895.0,auto,72,4.983042061054472,31295,False,0.1,AP20114-3-94
other,female,2012-05-01,60614.0,178780.0,home,360,1.5438884809122686,1405312,True,0.16,AP20125-3-0
other,male,2015-06-01,,13039.0,personal,12,17.33553048849262,13950,True,0.13,AP20156-3-33
white,female,2017-12-01,60614.0,100203.0,home,180,3.124210476127976,818625,False,1.3,AP201712-2-58
white,female,2014-05-01,60626.0,,home,360,1.0813136282521902,236735,False,0.09,AP20145-0-17
white,female,2016-12-01,60614.0,,auto,72,4.886150943400907,61125,True,0.54,AP201612-1-23
hispanic/latino,female,2012-05-01,60626.0,17261.0,auto,72,2.8009988326352517,11832,False,0.16,AP20125-3-24
black,male,2011-06-01,60637.0,29058.0,auto,84,2.8361111120015465,760,False,0.09,AP20116-0-90
black,male,2015-09-01,60626.0,136702.0,home,240,5.812100717407468,1119617,False,0.14,AP20159-3-5
hispanic/latino,female,2015-07-01,60625.0,,home,360,4.572014220859223,649458,True,0.13,AP20157-2-72
other,female,2015-11-01,60625.0,,home,360,4.462096043921202,729929,True,0.12,AP201511-0-100
black,male,2016-11-01,60623.0,28307.0,auto,72,6.576641611388496,15008,False,0.41,AP201611-3-52
asian,female,2013-10-01,60611.0,149421.0,home,360,5.983707316544178,1057968,True,0.09,AP201310-1-22
white,male,2018-09-01,60625.0,,auto,72,5.952239181522005,80400,True,1.95,AP20189-2-73
white,female,2016-11-01,60614.0,56346.0,auto,72,6.996686031903339,16302,True,0.41,AP201611-1-88
hispanic/latino,male,2014-07-01,60623.0,47851.0,home,180,4.320836099903579,382181,False,0.09,AP20147-3-34
hispanic/latino,female,2013-12-01,60623.0,17617.0,home,180,5.55981580740224,91462,False,0.09,AP201312-1-91
black,female,2015-10-01,60623.0,40621.0,personal,24,11.504840509555631,33770,True,0.12,AP201510-0-54
,female,2018-05-01,60623.0,9692.0,auto,72,7.19433218714783,17690,False,1.7,AP20185-3-20
black,male,2011-12-01,60623.0,28859.0,home,300,1.653629796928969,208945,False,0.07,AP201112-1-52
black,male,2013-06-01,60623.0,25581.0,personal,18,9.726490834421384,16451,True,0.09,AP20136-1-9
,female,2013-11-01,60615.0,39102.0,home,360,3.071365156226961,241212,False,0.08,AP201311-3-10
black,male,2015-08-01,60637.0,42733.0,personal,48,2.4777175660180295,94570,True,0.14,AP20158-2-15
other,female,2012-10-01,60625.0,,home,240,3.325055700232111,660449,True,0.16,AP201210-2-28
white,female,2017-10-01,60614.0,127666.0,home,240,4.646125309344739,1192229,False,1.15,AP201710-3-7
hispanic/latino,female,2012-02-01,60623.0,,personal,24,7.8771012849246596,42922,True,0.1,AP20122-2-30
hispanic/latino,male,2016-06-01,60614.0,210022.0,home,300,6.528350554989259,1290299,True,0.38,AP20166-1-92
white,female,2016-11-01,60637.0,37912.0,auto,72,6.942166449023113,29514,False,0.41,AP201611-0-42
black,male,2018-05-01,60637.0,4181.0,personal,12,8.601257961136554,3044,False,1.7,AP20185-1-62
black,female,2018-05-01,60637.0,73264.0,auto,72,5.220172502263843,40489,True,1.7,AP20185-2-13
hispanic/latino,male,2017-09-01,60623.0,16257.0,auto,72,6.4559002290644365,13003,False,1.15,AP20179-0-29
black,male,2018-06-01,60626.0,11947.0,home,180,6.376955045062887,82250,False,1.82,AP20186-1-26
white,female,2013-09-01,60614.0,,auto,84,6.603126932460827,18577,True,0.08,AP20139-3-18
black,female,2012-08-01,60637.0,,personal,18,11.916080381637023,39634,True,0.13,AP20128-3-98
black,female,2018-02-01,60615.0,,personal,24,12.546436452797376,8063,True,1.42,AP20182-0-64
black,female,2017-09-01,60623.0,50967.0,auto,72,6.490150704057925,38434,False,1.15,AP20179-1-94
hispanic/latino,male,2018-01-01,60626.0,7254.0,personal,24,12.053280057384713,7076,False,1.41,AP20181-1-72
other,male,2011-01-01,60626.0,86461.0,auto,72,4.75622313615868,58740,False,0.17,AP20111-2-91
white,female,2017-05-01,60614.0,,home,360,5.393710106243269,1168646,True,0.91,AP20175-0-41
black,female,2013-07-01,60637.0,16580.0,auto,60,6.076769843887018,25876,False,0.09,AP20137-2-24
asian,male,2017-12-01,60625.0,32149.0,home,360,6.406938720171105,228374,True,1.3,AP201712-2-35
black,female,2018-12-01,60637.0,,personal,24,10.973101728190269,45751,True,2.27,AP201812-2-72
white,female,2016-11-01,60611.0,30393.0,personal,60,7.60059686706662,20533,False,0.41,AP201611-2-44
other,female,2011-04-01,60626.0,12102.0,personal,12,8.22344118443619,11270,False,0.1,AP20114-3-12
black,female,2013-05-01,60623.0,69041.0,home,180,7.790383007627675,576036,False,0.11,AP20135-2-51
black,female,2013-09-01,60637.0,26804.0,home,360,4.770943206262755,183237,False,0.08,AP20139-2-82
hispanic/latino,,2015-09-01,60611.0,58350.0,home,360,2.145170103635795,428926,True,0.14,AP20159-2-98
black,female,2014-07-01,60615.0,37226.0,auto,72,5.154561500640822,26386,False,0.09,AP20147-3-16
other,female,2015-02-01,60626.0,,personal,48,13.430165372004897,10664,True,0.11,AP20152-1-60
white,male,2013-02-01,60614.0,17619.0,auto,84,5.296773184420534,29407,True,0.15,AP20132-0-51
black,male,2016-11-01,60623.0,56129.0,auto,72,6.230452243742982,42018,False,0.41,AP201611-0-2
other,male,2011-12-01,60637.0,11202.0,auto,72,5.632547892502494,20760,False,0.07,AP201112-0-62
white,female,2015-04-01,60611.0,,personal,18,12.163584678804321,40741,True,0.12,AP20154-0-86
other,male,2012-10-01,60637.0,4693.0,personal,24,11.633697638030293,2107,False,0.16,AP201210-3-61
black,male,2016-12-01,60623.0,65023.0,home,240,1.5525460316200215,323541,False,0.54,AP201612-2-30
black,male,2015-03-01,60637.0,94310.0,home,360,2.085723430227552,539120,False,0.11,AP20153-1-99
hispanic/latino,male,2016-04-01,60625.0,5242.0,personal,24,9.350554212154952,7588,False,0.37,AP20164-0-10
black,male,2016-04-01,60626.0,21289.0,personal,60,4.367922327097935,13516,False,0.37,AP20164-3-55
white,male,2015-02-01,60625.0,102644.0,personal,18,13.557672982625762,78216,True,0.11,AP20152-2-42
black,female,2015-11-01,60637.0,10452.0,personal,60,15.520748825623,14611,True,0.12,AP201511-2-2
black,male,2014-06-01,60615.0,14050.0,auto,60,3.691309206602169,6868,False,0.1,AP20146-3-64
black,male,2015-04-01,60615.0,56615.0,auto,60,5.914428220398292,21293,False,0.12,AP20154-3-19
black,female,2014-12-01,60615.0,10096.0,auto,84,6.110293754206472,8857,False,0.12,AP201412-0-62
black,male,2018-10-01,60637.0,24593.0,personal,60,7.569550885282965,16203,False,2.19,AP201810-1-20
black,female,2013-01-01,60615.0,8796.0,auto,84,5.357176780651638,13084,False,0.14,AP20131-2-11
white,male,2014-05-01,60637.0,44070.0,home,300,1.1805818692001318,373513,False,0.09,AP20145-0-64
white,female,2016-04-01,60614.0,49284.0,auto,72,4.165386699360119,46311,True,0.37,AP20164-2-71
white,female,2017-07-01,60611.0,,home,360,5.525810837114289,1153677,True,1.15,AP20177-2-59
black,female,2018-11-01,60637.0,35176.0,personal,18,11.951027979224229,26204,True,2.2,AP201811-1-44
black,male,2013-06-01,60623.0,12735.0,personal,18,0.8706701613952764,7938,False,0.09,AP20136-0-92
white,male,2016-06-01,60614.0,115878.0,home,360,4.060363228438627,996730,True,0.38,AP20166-1-29
white,male,2016-01-01,60614.0,121195.0,home,360,0.7605516345803494,941532,True,0.34,AP20161-1-85
hispanic/latino,female,2012-04-01,60625.0,,home,300,5.4528351750159265,360947,True,0.14,AP20124-0-1
white,male,2012-01-01,60625.0,162732.0,personal,18,18.76380904476533,294520,True,0.08,AP20121-1-84
white,male,2018-09-01,60614.0,94859.0,home,360,2.1298560467160703,758072,True,1.95,AP20189-2-35
white,female,2013-10-01,,18134.0,home,360,2.7130728849098538,129539,False,0.09,AP201310-3-45
white,female,2016-08-01,60611.0,115797.0,home,240,3.106682845165285,939375,False,0.4,AP20168-1-63
black,female,2011-05-01,60614.0,198271.0,home,240,2.646705331469697,1531061,True,0.09,AP20115-1-95
hispanic/latino,female,2018-01-01,60625.0,,auto,84,7.22562804230534,37782,True,1.41,AP20181-3-20
hispanic/latino,male,2016-05-01,60625.0,71671.0,home,240,3.4437868501564206,577831,False,0.37,AP20165-2-55
other,female,2017-07-01,,79015.0,auto,84,6.131808396032893,60047,False,1.15,AP20177-3-19
black,male,2013-12-01,60615.0,,home,180,5.347254309768417,886947,False,0.09,AP201312-0-27
black,male,2011-04-01,60637.0,79820.0,home,360,6.250942565583704,642246,True,0.1,AP20114-2-37
black,female,2012-04-01,60615.0,40009.0,auto,84,4.7355392319964995,28815,False,0.14,AP20124-2-84
asian,female,2012-06-01,60625.0,,home,360,3.304535015397736,338152,True,0.16,AP20126-2-6
black,male,2017-10-01,60637.0,28840.0,personal,48,5.095648910405691,6100,False,1.15,AP201710-2-65
white,male,2014-01-01,60614.0,74464.0,home,360,4.948201608403266,547916,True,0.07,AP20141-1-47
black,female,2018-05-01,60623.0,53809.0,auto,72,6.285238802560699,9495,False,1.7,AP20185-3-48
hispanic/latino,male,2018-12-01,60611.0,231871.0,home,300,4.780863542544061,1787521,True,2.27,AP201812-1-91
asian,female,2018-01-01,60637.0,113672.0,auto,72,7.109583160655989,10514,False,1.41,AP20181-0-75
hispanic/latino,male,2016-05-01,60623.0,68610.0,home,360,3.5565927667790183,589899,False,0.37,AP20165-0-76
black,female,2015-03-01,60623.0,3580.0,auto,72,3.9474514736756086,14823,False,0.11,AP20153-1-47
white,female,2011-02-01,60626.0,2480.0,auto,72,3.6672026969590177,15365,False,0.16,AP20112-1-75
white,male,2017-08-01,60614.0,89563.0,auto,60,6.382713696170574,44378,True,1.16,AP20178-3-61
black,male,2018-08-01,60614.0,143536.0,personal,18,15.234564555816332,288044,True,1.91,AP20188-0-24
hispanic/latino,female,2018-05-01,60623.0,,personal,18,9.712563176567567,14320,True,1.7,AP20185-3-90
black,female,2012-02-01,60615.0,96049.0,personal,48,16.6942038265895,7936,False,0.1,AP20122-3-68
black,female,2011-12-01,60626.0,49329.0,auto,72,5.021648625569596,12157,False,0.07,AP201112-1-95
other,male,2015-10-01,60625.0,69248.0,home,240,3.0244526510787937,616689,False,0.12,AP201510-1-98
white,male,2015-02-01,60611.0,,auto,72,6.598012631232222,17468,True,0.11,AP20152-2-8
black,male,2016-07-01,60637.0,78546.0,home,240,2.9637161722709657,536141,False,0.39,AP20167-0-61
other,female,2017-05-01,60614.0,,auto,84,6.089255074020761,38771,True,0.91,AP20175-1-20
black,female,2018-09-01,60615.0,77444.0,home,240,6.533222430232351,584037,False,1.95,AP20189-0-51
black,male,2011-03-01,60637.0,90734.0,personal,24,14.43811458978806,102514,True,0.14,AP20113-3-47
hispanic/latino,male,2017-08-01,60623.0,63168.0,auto,60,7.479608023821413,40000,False,1.16,AP20178-0-60
white,male,2013-11-01,60637.0,32756.0,auto,72,4.360216392485204,49529,False,0.08,AP201311-2-71
black,male,2016-12-01,60637.0,29800.0,auto,72,3.4479910516586947,23677,False,0.54,AP201612-2-67
white,female,2017-11-01,60614.0,,auto,84,7.361815648389781,17323,True,1.16,AP201711-1-73
other,male,2018-03-01,60615.0,134242.0,auto,72,5.554681234361722,80169,False,1.51,AP20183-1-52
asian,male,2017-11-01,60637.0,77017.0,home,360,4.273044652322282,579322,False,1.16,AP201711-2-48
black,female,2012-05-01,60637.0,56100.0,home,180,0.7746456537796681,439420,False,0.16,AP20125-3-3
black,female,2017-06-01,60615.0,38109.0,auto,84,5.382433360785458,33508,False,1.04,AP20176-1-79
black,female,2016-01-01,60623.0,51613.0,personal,24,14.623586223651667,33711,True,0.34,AP20161-0-87
hispanic/latino,male,2014-10-01,60623.0,72107.0,home,360,0.9783325556630792,426509,False,0.09,AP201410-3-16
hispanic/latino,male,2015-02-01,60623.0,39281.0,home,300,3.616273620642424,182870,False,0.11,AP20152-0-83
black,female,2013-05-01,60623.0,31655.0,auto,72,4.841837651330077,5565,False,0.11,AP20135-2-8
white,male,2017-02-01,60614.0,168823.0,auto,60,4.481708935364995,29709,True,0.66,AP20172-2-48
black,female,2011-01-01,60637.0,3793.0,auto,72,5.658697900548115,16976,False,0.17,AP20111-0-57
white,female,2015-09-01,60625.0,51820.0,personal,18,11.446024899672478,49703,True,0.14,AP20159-0-56
black,female,2018-11-01,60637.0,4941.0,personal,60,27.37500257474578,2805,False,2.2,AP201811-3-79
white,male,2017-06-01,60611.0,144335.0,home,240,6.469971109104411,1013190,True,1.04,AP20176-1-70
white,male,2013-02-01,60637.0,90230.0,home,180,0.6611169231281374,474230,False,0.15,AP20132-0-4
black,male,2017-01-01,60626.0,14411.0,personal,24,7.444901988276152,1475,False,0.65,AP20171-0-32
other,female,2017-04-01,60615.0,68767.0,home,360,4.340866353575572,465434,False,0.9,AP20174-2-42
other,female,2016-08-01,60623.0,59556.0,home,240,6.751626141619671,455104,False,0.4,AP20168-2-92
black,male,2016-09-01,60623.0,67159.0,auto,60,5.078055998750167,37029,False,0.4,AP20169-1-15
white,male,2011-06-01,60625.0,94042.0,auto,84,5.681733366476483,12551,True,0.09,AP20116-1-69
white,male,2017-08-01,60625.0,74677.0,auto,60,7.063453993323155,41068,True,1.16,AP20178-2-24
white,male,2018-06-01,60625.0,40714.0,personal,24,6.985660236691095,69809,True,1.82,AP20186-3-55
black,,2018-06-01,60623.0,71417.0,home,300,2.624735643979875,451346,False,1.82,AP20186-0-64
black,male,2013-03-01,60623.0,44464.0,auto,84,6.602633902529497,8699,False,0.14,AP20133-1-24
black,male,2012-08-01,60623.0,38991.0,home,360,6.948420501647926,306779,False,0.13,AP20128-2-50
white,female,2016-06-01,60625.0,41579.0,home,180,4.618363242050129,264143,False,0.38,AP20166-1-9
white,female,2015-10-01,60625.0,4804.0,auto,84,4.420902489088716,16553,False,0.12,AP201510-1-17
black,male,2011-07-01,60615.0,36562.0,auto,84,4.399160068679062,11,False,0.07,AP20117-2-95
other,male,2018-11-01,60637.0,65011.0,auto,84,8.140984435520176,55980,False,2.2,AP201811-3-93
black,male,2018-01-01,60637.0,6705.0,home,180,4.380404094563871,42634,False,1.41,AP20181-2-55
hispanic/latino,male,2013-03-01,60623.0,27563.0,home,360,3.157131448138136,241900,False,0.14,AP20133-3-35
black,male,2014-02-01,60623.0,57831.0,home,360,0.6218920369786287,406260,False,0.07,AP20142-2-86
other,male,2013-09-01,60623.0,8630.0,personal,48,7.240820253427017,9453,True,0.08,AP20139-2-57
white,female,2016-06-01,,,home,360,2.0784095037113066,725006,True,0.38,AP20166-0-79
white,male,2017-01-01,60625.0,131004.0,home,240,5.762981122735342,956363,True,0.65,AP20171-0-100
hispanic/latino,male,2016-02-01,60623.0,42588.0,home,360,5.258752839421289,327042,False,0.38,AP20162-3-33
hispanic/latino,male,2018-04-01,60623.0,29953.0,personal,60,22.10036317686103,46822,True,1.69,AP20184-2-49
black,female,2017-06-01,60623.0,,personal,24,8.30665829632774,23597,True,1.04,AP20176-1-73
hispanic/latino,male,2017-05-01,60623.0,47211.0,auto,72,6.077700743887055,67623,False,0.91,AP20175-3-0
black,male,2016-06-01,60626.0,47527.0,auto,84,5.250434204107676,5130,False,0.38,AP20166-1-37
black,female,2017-07-01,60637.0,53766.0,auto,72,5.073045733706685,19425,False,1.15,AP20177-3-87
black,female,2017-02-01,60623.0,7318.0,personal,18,16.081061796385402,7323,False,0.66,AP20172-2-43
black,male,2017-03-01,60637.0,16895.0,personal,60,11.222689370846386,19791,True,0.79,AP20173-2-47
white,female,2016-11-01,60625.0,,auto,72,5.199958836465523,59415,True,0.41,AP201611-3-93
hispanic/latino,male,2012-06-01,60623.0,67464.0,home,180,2.6298371661759363,408199,False,0.16,AP20126-1-7
black,male,2013-11-01,60623.0,57942.0,auto,72,4.702083417916337,6271,False,0.08,AP201311-1-80
black,male,2013-01-01,60637.0,3432.0,home,180,3.119213050360296,24911,False,0.14,AP20131-1-8
black,male,2017-09-01,60626.0,36950.0,auto,72,5.069822815144517,34576,False,1.15,AP20179-3-39
white,female,2011-12-01,60611.0,,home,360,3.2216340885162973,2141757,True,0.07,AP201112-3-53
black,male,2013-06-01,60637.0,91748.0,home,300,2.915518192362973,664475,False,0.09,AP20136-3-2
hispanic/latino,male,2018-07-01,60623.0,22052.0,auto,72,5.892470810220054,2654,False,1.91,AP20187-3-10
other,female,2018-11-01,60626.0,6636.0,personal,60,6.864399594243262,4976,False,2.2,AP201811-3-32
black,female,2017-04-01,60623.0,12341.0,auto,84,4.8041690898964164,16343,False,0.9,AP20174-0-34
white,female,2017-05-01,60614.0,,auto,72,5.961869143035785,8694,True,0.91,AP20175-2-61
white,male,2011-06-01,60611.0,174576.0,home,240,3.3093929233333617,1158326,True,0.09,AP20116-0-99
black,female,2018-06-01,60615.0,,personal,24,9.658455300003968,71093,True,1.82,AP20186-2-4
black,female,2018-06-01,60615.0,,personal,24,9.658455300003968,71093,True,1.82,AP20186-2-4
,female,2018-06-01,60615.0,,personal,24,9.658455300003968,71093,True,1.82,AP20186-2-4
black,female,2018-06-01,60615.0,52353.0,personal,24,9.658455300003968,71093,True,1.82,AP20186-2-4
white,female,2011-07-01,60625.0,25230.0,home,360,0.9748703792221451,182214,False,0.07,AP20117-1-29
,female,2011-07-01,60625.0,25230.0,home,360,0.9748703792221451,182214,False,0.07,AP20117-1-29
white,female,2011-07-01,60625.0,25230.0,home,360,0.9748703792221451,182214,False,0.07,AP20117-1-29
white,female,2011-07-01,60625.0,25230.0,home,360,0.9748703792221451,182214,False,0.07,AP20117-1-29
hispanic/latino,male,2015-12-01,60626.0,24011.0,auto,84,2.9752990329149736,23189,False,0.24,AP201512-3-94
hispanic/latino,male,2015-12-01,60626.0,24011.0,auto,84,2.9752990329149736,23189,False,0.24,AP201512-3-94
hispanic/latino,male,2015-12-01,60626.0,24011.0,auto,84,2.9752990329149736,23189,False,0.24,AP201512-3-94
hispanic/latino,male,2015-12-01,60626.0,24011.0,auto,84,2.9752990329149736,23189,False,0.24,AP201512-3-94
black,female,2017-07-01,60623.0,34474.0,personal,12,4.117964146125518,32811,False,1.15,AP20177-0-60
black,female,2017-07-01,60623.0,34474.0,personal,12,4.117964146125518,32811,False,1.15,AP20177-0-60
